attack,config,n,threshold,stamp_fn,stamp_fnr,stamp_ci95_lower,stamp_ci95_upper,stamp_ci95_minus,stamp_ci95_plus,stampv2_fn,stampv2_fnr,stampv2_ci95_lower,stampv2_ci95_upper,stampv2_ci95_minus,stampv2_ci95_plus,audioseal_fn,audioseal_fnr,audioseal_ci95_lower,audioseal_ci95_upper,audioseal_ci95_minus,audioseal_ci95_plus,wavmark_fn,wavmark_fnr,wavmark_ci95_lower,wavmark_ci95_upper,wavmark_ci95_minus,wavmark_ci95_plus
opus,032kbps,250,14,56,0.224,0.17671751406074326,0.2796363696210489,0.04728248593925674,0.05563636962104887,103,0.412,0.35276744141611227,0.4738961156998214,0.05923255858388771,0.0618961156998214,141,0.564,0.5020198636060832,0.6240430039459649,0.06198013639391675,0.06004300394596496,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
opus,064kbps,250,14,17,0.068,0.04288555795457601,0.1061900860690986,0.02511444204542399,0.0381900860690986,72,0.288,0.2354089145467806,0.3470078366870597,0.05259108545321939,0.05900783668705972,134,0.536,0.47410255177893273,0.5968078112190945,0.0618974482210673,0.06080781121909451,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
opus,128kbps,250,14,17,0.068,0.04288555795457601,0.1061900860690986,0.02511444204542399,0.0381900860690986,67,0.268,0.2169104563368289,0.3261116487869964,0.051089543663171116,0.05811164878699637,130,0.52,0.45823595399411676,0.5811586921158984,0.061764046005883255,0.061158692115898416,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
opus,256kbps,250,14,17,0.068,0.04288555795457601,0.1061900860690986,0.02511444204542399,0.0381900860690986,66,0.264,0.21322710068235817,0.3219160752194641,0.05077289931764184,0.05791607521946407,125,0.5,0.4384901486556353,0.5615098513443647,0.06150985134436471,0.06150985134436471,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
quantization,04,250,14,224,0.896,0.8519787370865683,0.92803525589173,0.04402126291343167,0.03203525589172995,247,0.988,0.9653186109241421,0.9959107541602255,0.022681389075857927,0.007910754160225464,143,0.572,0.5100318342948803,0.6317888917011739,0.06196816570511965,0.05978889170117396,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
quantization,06,250,14,205,0.82,0.7676470766122656,0.8626672611479753,0.05235292338773434,0.042667261147975366,244,0.976,0.94863720404899,0.9889553733693685,0.02736279595100999,0.012955373369368473,128,0.512,0.45032599170719884,0.5733107959588102,0.061674008292801175,0.06131079595881017,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
quantization,08,250,14,199,0.796,0.741745270603991,0.841295491824232,0.05425472939600906,0.04529549182423198,240,0.96,0.9279465354073034,0.978130325123043,0.032053464592696534,0.018130325123043023,131,0.524,0.46219676292977036,0.5850768124022478,0.061803237070229666,0.061076812402247826,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
quantization,12,250,14,140,0.56,0.4980198439170466,0.6201640944129987,0.06198015608295343,0.06016409441299864,220,0.88,0.8338609382488654,0.9146373378414209,0.04613906175113458,0.03463733784142087,135,0.54,0.47807895390860083,0.6007103383114293,0.0619210460913992,0.060710338311429246,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
quantization,16,250,14,112,0.448,0.3876055969177519,0.509968323196209,0.06039440308224808,0.061968323196208985,207,0.828,0.7763462457575925,0.8697259504466546,0.05165375424240748,0.041725950446654614,135,0.54,0.47807895390860083,0.6007103383114293,0.0619210460913992,0.060710338311429246,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0
smooth,06,250,14,18,0.072,0.046025193010480865,0.11092938023519675,0.02597480698951913,0.03892938023519675,71,0.284,0.2316985698670338,0.34283925214480343,0.052301430132966176,0.058839252144803456,130,0.52,0.45823595399411676,0.5811586921158984,0.061764046005883255,0.061158692115898416,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
smooth,10,250,14,18,0.072,0.046025193010480865,0.11092938023519675,0.02597480698951913,0.03892938023519675,70,0.28,0.22799348323513563,0.33866540955469876,0.0520065167648644,0.05866540955469873,139,0.556,0.49402378531370017,0.616281223794342,0.06197621468629988,0.060281223794341976,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
smooth,14,250,14,16,0.064,0.039774400710777265,0.10142231409089433,0.024225599289222736,0.03742231409089433,72,0.288,0.2354089145467806,0.3470078366870597,0.05259108545321939,0.05900783668705972,139,0.556,0.49402378531370017,0.616281223794342,0.06197621468629988,0.060281223794341976,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
smooth,18,250,14,18,0.072,0.046025193010480865,0.11092938023519675,0.02597480698951913,0.03892938023519675,75,0.3,0.24657086403938408,0.35948267486046526,0.05342913596061591,0.05948267486046527,134,0.536,0.47410255177893273,0.5968078112190945,0.0618974482210673,0.06080781121909451,137,0.548,0.48604350819877906,0.6085036424652572,0.06195649180122098,0.06050364246525719
smooth,22,250,14,18,0.072,0.046025193010480865,0.11092938023519675,0.02597480698951913,0.03892938023519675,91,0.364,0.30683166884990987,0.4252847376019877,0.057168331150090124,0.061284737601987715,130,0.52,0.45823595399411676,0.5811586921158984,0.061764046005883255,0.061158692115898416,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
time_stretch,0.7,250,14,247,0.988,0.9653186109241421,0.9959107541602255,0.022681389075857927,0.007910754160225464,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0,137,0.548,0.48604350819877906,0.6085036424652572,0.06195649180122098,0.06050364246525719,134,0.536,0.47410255177893273,0.5968078112190945,0.0618974482210673,0.06080781121909451
time_stretch,0.9,250,14,232,0.928,0.8890706197648033,0.9539748069895191,0.038929380235196764,0.02597480698951904,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0,130,0.52,0.45823595399411676,0.5811586921158984,0.061764046005883255,0.061158692115898416,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
time_stretch,1.1,250,14,184,0.736,0.6780839247805358,0.7867728993176418,0.05791607521946418,0.05077289931764184,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0,134,0.536,0.47410255177893273,0.5968078112190945,0.0618974482210673,0.06080781121909451,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
time_stretch,1.3,250,14,243,0.972,0.943341533054129,0.9863721151422264,0.02865846694587093,0.014372115142226471,250,1.0,0.9848661527503766,1.0,0.015133847249623411,0.0,127,0.508,0.4463768324746957,0.5693810259693104,0.061623167525304334,0.06138102596931039,133,0.532,0.47013005664920066,0.5929013771268234,0.06186994335079937,0.06090137712682342
time_stretch,1.5,250,14,246,0.984,0.9595895595167768,0.9937608763455877,0.02441044048322316,0.009760876345587755,248,0.992,0.9713048854232084,0.9978034088831621,0.02069511457679163,0.005803408883162109,117,0.468,0.40709862287317655,0.5298699433507994,0.060901377126823475,0.06186994335079937,180,0.72,0.6613345904453013,0.7720065167648643,0.05866540955469868,0.05200651676486434
